-120.07404489344694,36.679364617062895,3.3
-121.98056842923651,38.211374299910865,0.6
-118.86709168325139,34.988388944603585,11.0
-121.93629291588599,38.00209179435461,0.4
-119.88881839934496,36.51319440636947,3.45
-120.07404489344694,36.679364617062895,3.3
-117.33656756387771,34.60380690215206,0.7
-122.06352964728336,38.019561385511786,1.4
-122.06352964728336,38.019561385511786,1.4
-120.27670370034959,36.85565079163642,4.0
-119.09656463709194,36.07122630261186,1.8
-120.27670370034959,36.85565079163642,4.0
-120.27259601724711,36.856496454133,3.4
-118.86906609661013,34.99489913995762,10.7
-120.27670370034959,36.85565079163642,4.0
-118.86709168325139,34.988388944603585,11.0
-117.33656756387771,34.60380690215206,0.7
-121.98056842923651,38.211374299910865,0.6
-120.27152347568172,36.853258050703175,5.2
-120.27670370034959,36.85565079163642,4.0
-120.27259601724711,36.856496454133,3.4
-118.86906609661013,34.99489913995762,10.7
-118.86906609661013,34.99489913995762,10.7
-122.06352964728336,38.019561385511786,1.4
-120.27152347568172,36.853258050703175,5.2
-121.98056842923651,38.211374299910865,0.6
-121.93629291588599,38.00209179435461,0.4
-118.86709168325139,34.988388944603585,11.0
-121.93629291588599,38.00209179435461,0.4
-121.98056842923651,38.211374299910865,0.6
-117.33656756387771,34.60380690215206,0.7
-121.93629291588599,38.00209179435461,0.4
-120.27670370034959,36.85565079163642,4.0
-120.27670370034959,36.85565079163642,4.0
-120.27152347568172,36.853258050703175,5.2
-119.88881839934496,36.51319440636947,3.45
-118.86906609661013,34.99489913995762,10.7
-118.86906609661013,34.99489913995762,10.7
-121.98056842923651,38.211374299910865,0.6
-122.06352964728336,38.019561385511786,1.4
-119.09656463709194,36.07122630261186,1.8
-120.27670370034959,36.85565079163642,4.0
-120.27259601724711,36.856496454133,3.4
-118.86709168325139,34.988388944603585,11.0
-118.86906609661013,34.99489913995762,10.7
-121.93629291588599,38.00209179435461,0.4
-120.27259601724711,36.856496454133,3.4
-120.27152347568172,36.853258050703175,5.2
-119.88881839934496,36.51319440636947,3.45
-117.33656756387771,34.60380690215206,0.7
-120.27152347568172,36.853258050703175,5.2
-120.27259601724711,36.856496454133,3.4
-119.88881839934496,36.51319440636947,3.45
-120.27259601724711,36.856496454133,3.4
-120.27259601724711,36.856496454133,3.4
-120.27152347568172,36.853258050703175,5.2
-120.07404489344694,36.679364617062895,3.3
-119.88881839934496,36.51319440636947,3.45
-118.86709168325139,34.988388944603585,11.0
-120.07404489344694,36.679364617062895,3.3
-117.33656756387771,34.60380690215206,0.7
-117.33656756387771,34.60380690215206,0.7
-118.86709168325139,34.988388944603585,11.0
-118.86906609661013,34.99489913995762,10.7
-122.06352964728336,38.019561385511786,1.4
-121.98056842923651,38.211374299910865,0.6
-120.07404489344694,36.679364617062895,3.3
-118.86709168325139,34.988388944603585,11.0
-119.09656463709194,36.07122630261186,1.8
-117.33656756387771,34.60380690215206,0.7
-122.06352964728336,38.019561385511786,1.4
-121.93629291588599,38.00209179435461,0.4
-119.09656463709194,36.07122630261186,1.8
-122.06352964728336,38.019561385511786,1.4
-117.33656756387771,34.60380690215206,0.7
-121.93629291588599,38.00209179435461,0.4
-120.27152347568172,36.853258050703175,5.2
-119.88881839934496,36.51319440636947,3.45
-122.06352964728336,38.019561385511786,1.4
-120.07404489344694,36.679364617062895,3.3
-119.88881839934496,36.51319440636947,3.45
-121.93629291588599,38.00209179435461,0.4
-120.27670370034959,36.85565079163642,4.0
-120.27259601724711,36.856496454133,3.4
-121.98056842923651,38.211374299910865,0.6
-120.07404489344694,36.679364617062895,3.3
-120.07404489344694,36.679364617062895,3.3
-121.98056842923651,38.211374299910865,0.6
-120.27152347568172,36.853258050703175,5.2
-118.86709168325139,34.988388944603585,11.0
-118.86906609661013,34.99489913995762,10.7
-119.88881839934496,36.51319440636947,3.45
-119.09656463709194,36.07122630261186,1.8
